index,state,county,no_01,no_02,no_03,no_other,yes_01,yes_02,yes_03,yes_other,evac
2105,LA,plaquemines parish,21,,,,,,,,"no, did not evacuate"
2106,LA,jefferson parish,6,,,,,,,,"no, did not evacuate"
2107,MS,hancock county,6,,,,,,,,"no, did not evacuate"
2108,AL,mobile county,,,,,experience in other storms,,,,"yes, evacuated"
2109,MS,jackson county,4,,,,,,,,"no, did not evacuate"
2110,LA,jefferson parish,,,,,advice from national weather service,,,,"yes, evacuated"
2111,LA,orleans parish,21,,,,,,,,"no, did not evacuate"
2112,MS,jackson county,6,,,,,,,,"no, did not evacuate"
2113,AL,baldwin county,4,,,,,,,,"no, did not evacuate"
2114,MS,harrison county,4,,,,,,,,"no, did not evacuate"
2115,LA,st. bernard parish,,,,,forecast indicated storm would hit,loss of utilities--family member with special needs,advice from national weather service,,"yes, evacuated"
2116,AL,baldwin county,,,,,concerned that storm might hit,forecast indicated storm would hit,advice or order by elected officials,,"yes, evacuated"
2117,MS,harrison county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2118,AL,baldwin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2119,LA,st. charles parish,,,,,"other, specify",,,HAD TO GO TO WORK,"yes, evacuated"
2120,LA,orleans parish,4,,,,,,,,"no, did not evacuate"
2121,LA,st. bernard parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2122,LA,jefferson parish,,,,,concerned storm would cause home to flood,information about the severity of the storm,,,"yes, evacuated"
2123,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
2124,LA,orleans parish,,,,,advice from national weather service,advice from the media,,,"yes, evacuated"
2125,MS,jackson county,29,,,WE ALWAYS STAY HERE,,,,,"no, did not evacuate"
2126,AL,baldwin county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2127,AL,mobile county,13,,,,,,,,"no, did not evacuate"
2128,LA,st. charles parish,4,,,,,,,,"no, did not evacuate"
2129,LA,orleans parish,21,"other, specify:____",,RELATIVES GOT STUCK IN STORM BECAUSE OF TRAFFIC,,,,,"no, did not evacuate"
2130,LA,st. bernard parish,,,,,"other, specify",,,SHE TAKES CARE OF HER GRANDKIDS.,"yes, evacuated"
2131,AL,mobile county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2132,LA,plaquemines parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2133,MS,harrison county,,,,,information about the severity of the storm,concerned storm would cause home to flood,advice from friend or relative,,"yes, evacuated"
2134,LA,jefferson parish,6,,,,,,,,"no, did not evacuate"
2135,MS,hancock county,6,,,,,,,,"no, did not evacuate"
2136,MS,jackson county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2137,LA,jefferson parish,,,,,concerned storm would cause home to flood,concerned strong winds would make house unsafe,,,"yes, evacuated"
2138,LA,st. bernard parish,6,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
2139,MS,harrison county,29,,,IF GOD WANTS TO TAKE YOU HE'S GOING TO TAKE YOU.,,,,,"no, did not evacuate"
2140,LA,jefferson parish,1,,,,,,,,"no, did not evacuate"
2141,AL,baldwin county,16,,,,,,,,"no, did not evacuate"
2142,LA,orleans parish,27,"other, specify:____",,GUT FEELING,,,,,"no, did not evacuate"
2143,MS,hancock county,4,,,,,,,,"no, did not evacuate"
2144,LA,orleans parish,,,,,"other, specify",,,WORK REQUIRED HIM TO REPORT TO WORK.,"yes, evacuated"
2145,LA,plaquemines parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2146,LA,jefferson parish,28,,,,,,,,"no, did not evacuate"
2147,MS,harrison county,6,,,,,,,,"no, did not evacuate"
2148,AL,mobile county,4,,,,,,,,"no, did not evacuate"
2149,LA,st. bernard parish,6,,,,,,,,"no, did not evacuate"
2150,LA,st. charles parish,,,,,concerned flooding would cut off roads ,,,,"yes, evacuated"
2151,MS,jackson county,4,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2152,LA,orleans parish,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2153,LA,orleans parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
2154,MS,jackson county,4,,,,,,,,"no, did not evacuate"
2155,LA,st. charles parish,,,,,"other, specify",,,MY WIFE,"yes, evacuated"
2156,LA,jefferson parish,14,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
2157,LA,orleans parish,14,,,,,,,,"no, did not evacuate"
2158,MS,harrison county,16,wanted to protect property from looters,,,,,,,"no, did not evacuate"
2159,LA,st. charles parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2160,AL,baldwin county,3,,,,,,,,"no, did not evacuate"
2161,AL,mobile county,,,,,advice from friend or relative,,,,"yes, evacuated"
2162,LA,jefferson parish,6,,,,,,,,"no, did not evacuate"
2163,MS,hancock county,6,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
2164,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2165,MS,hancock county,,,,,probability (odds) were high that the storm could hit,information about the severity of the storm,,,"yes, evacuated"
2166,AL,baldwin county,,,,,advice from friend or relative,,,,"yes, evacuated"
2167,MS,jackson county,21,,,,,,,,"no, did not evacuate"
2168,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2169,MS,harrison county,,,,,"other, specify",,,DAUGHTER CAME AND GOT HER,"yes, evacuated"
2170,LA,jefferson parish,,,,,loss of utilities--family member with special needs,concerned storm would cause home to flood,,,"yes, evacuated"
2171,MS,hancock county,1,,,,,,,,"no, did not evacuate"
2172,LA,plaquemines parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2173,LA,st. bernard parish,,,,,advice or order by public safety officials,advice from national weather service,,,"yes, evacuated"
2174,LA,orleans parish,29,,,THE COMMUNITY WHERE I LIVE IS SAFE.,,,,,"no, did not evacuate"
2175,LA,jefferson parish,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2176,LA,orleans parish,,,,,advice or order by elected officials,,,,"yes, evacuated"
2177,LA,st. tammany parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2178,AL,baldwin county,29,,,NO MONEY TO GO ANYWHERE ELSE,,,,,"no, did not evacuate"
2179,LA,plaquemines parish,,,,,experience in other storms,,,,"yes, evacuated"
2180,MS,harrison county,,,,,"other, specify",,,WE JUST DECIDED,"yes, evacuated"
2181,LA,st. bernard parish,,,,,forecast indicated storm would hit,concerned strong winds would make house unsafe,concerned storm would cause home to flood,,"yes, evacuated"
2182,LA,plaquemines parish,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
2183,AL,mobile county,29,,,IM 79 YEARS OLD AND I JUST QUIT RUNNING,,,,,"no, did not evacuate"
2184,MS,hancock county,6,"other, specify:____",,I ALWAYS STAY IN MY HOUSE,,,,,"no, did not evacuate"
2185,MS,hancock county,,,,,advice or order by elected officials,,,,"yes, evacuated"
2186,LA,st. charles parish,,,,,"other, specify",,,SAFETY OF FAMILY,"yes, evacuated"
2187,LA,jefferson parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2188,AL,baldwin county,8,,,,,,,,"no, did not evacuate"
2189,LA,jefferson parish,,,,,concerned storm would cause home to flood,concerned flooding would cut off roads ,,,"yes, evacuated"
2190,LA,st. charles parish,,,,,advice or order by elected officials,advice or order by public safety officials,advice from national weather service,,"yes, evacuated"
2191,LA,jefferson parish,1,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
2192,MS,harrison county,,,,,advice from national weather service,,,,"yes, evacuated"
2193,MS,hancock county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2194,LA,orleans parish,,,,,experience in other storms,concerned storm would cause home to flood,,,"yes, evacuated"
2195,LA,st. bernard parish,21,"other, specify:____",,HAD TO WORK,,,,,"no, did not evacuate"
2196,AL,baldwin county,,,,,"other, specify",,,MY HUSBAND SAID IT WOULD BE SAFER,"yes, evacuated"
2197,MS,hancock county,,,,,forecast indicated storm could hit,,,,"yes, evacuated"
2198,LA,st. bernard parish,,,,,concerned that storm might hit,,,,"yes, evacuated"
2199,LA,st. bernard parish,,,,,national weather service issued hurricane watch,national weather service issued hurricane warning,"other, specify",FAMILY,"yes, evacuated"
2200,AL,mobile county,,,,,"other, specify",,,"I HAD TO WORK, I HAD NO OTHER CHOICE","yes, evacuated"
2201,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2202,LA,orleans parish,,,,,"other, specify",,,SOMEONE ELSE DECIDED THEY WANTED TO LEAVE,"yes, evacuated"
2203,LA,plaquemines parish,21,,,,,,,,"no, did not evacuate"
2204,LA,orleans parish,,,,,advice from the media,,,,"yes, evacuated"
2205,MS,hancock county,,,,,"other, specify",,,MY SISTER..SHE'S SCARED TO DEATH OF THOSE THINGS(HURRICANES),"yes, evacuated"
2206,LA,st. tammany parish,4,,,,,,,,"no, did not evacuate"
2207,MS,jackson county,,,,,concerned storm would cause home to flood,experience in other storms,,,"yes, evacuated"
2208,LA,st. tammany parish,6,,,,,,,,"no, did not evacuate"
2209,MS,harrison county,,,,,"other, specify",,,MY MOTHER WAS WITH ME AND I DIDN'T THINK SHE NEEDED TO EXPERIENCE THAT,"yes, evacuated"
2210,LA,plaquemines parish,,,,,"other, specify",,,PROTECT MY CHILDREN,"yes, evacuated"
2211,LA,st. john the baptist parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2212,LA,orleans parish,,,,,advice from national weather service,,,,"yes, evacuated"
2213,AL,mobile county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
2214,LA,orleans parish,7,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2215,LA,jefferson parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2216,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2217,LA,st. charles parish,,,,,concerned flooding would cut off roads ,,,,"yes, evacuated"
2218,LA,st. charles parish,1,location was on the weak (left) side of the storm,,,,,,,"no, did not evacuate"
2219,LA,plaquemines parish,29,,,HAD PLANE TICKETS FOR THE NEXT DAY,,,,,"no, did not evacuate"
2220,LA,st. bernard parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2221,LA,st. charles parish,21,,,,,,,,"no, did not evacuate"
2222,LA,st. bernard parish,6,traffic too bad,,,,,,,"no, did not evacuate"
2223,AL,baldwin county,28,,,,,,,,"no, did not evacuate"
2224,LA,orleans parish,,,,,forecast indicated storm could hit,information about the severity of the storm,,,"yes, evacuated"
2225,LA,st. john the baptist parish,6,,,,,,,,"no, did not evacuate"
2226,LA,orleans parish,,,,,information about the severity of the storm,"other, specify",,NEWS MEDIA,"yes, evacuated"
2227,MS,harrison county,18,,,,,,,,"no, did not evacuate"
2228,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2229,LA,plaquemines parish,,,,,experience in other storms,,,,"yes, evacuated"
2230,MS,harrison county,15,,,,,,,,"no, did not evacuate"
2231,LA,st. tammany parish,6,,,,,,,,"no, did not evacuate"
2232,AL,mobile county,1,,,,,,,,"no, did not evacuate"
2233,LA,jefferson parish,,,,,advice from friend or relative,,,,"yes, evacuated"
2234,MS,harrison county,,,,,experience in other storms,advice or order by public safety officials,,,"yes, evacuated"
2235,LA,jefferson parish,29,wanted to protect property from looters,,TO PROTECT MY HOUSE FROM BORDERLINE FLOODING,,,,,"no, did not evacuate"
2236,LA,st. bernard parish,29,,,TOO MANY PROBLEMS,,,,,"no, did not evacuate"
2237,AL,mobile county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2238,LA,plaquemines parish,,,,,"other, specify",,,BECAUSE THEY CLOSED THE SCHOOLS,"yes, evacuated"
2239,LA,jefferson parish,4,,,,,,,,"no, did not evacuate"
2240,AL,baldwin county,29,,,DIDN'T WANNA LEAVE HOME,,,,,"no, did not evacuate"
2241,LA,orleans parish,29,,,STARTED OUT TO EVACUATE BUT HER CAR BROKE DOWN SO SHE HAD TO STAY HOME,,,,,"no, did not evacuate"
2242,LA,st. charles parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
2243,MS,jackson county,4,,,,,,,,"no, did not evacuate"
2244,LA,st. john the baptist parish,24,,,,,,,,"no, did not evacuate"
2245,MS,hancock county,,,,,"other, specify",,,BECAUSE OF THE WATER,"yes, evacuated"
2246,LA,orleans parish,,,,,national weather service issued hurricane watch,,,,"yes, evacuated"
2247,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2248,LA,st. john the baptist parish,,,,,concerned that storm might hit,concerned flooding would cut off roads ,,,"yes, evacuated"
2249,MS,harrison county,,,,,"other, specify",,,WORRIED ABOUT MY KIDS,"yes, evacuated"
2250,LA,st. charles parish,18,,,,,,,,"no, did not evacuate"
2251,LA,orleans parish,,,,,advice from national weather service,,,,"yes, evacuated"
2252,AL,baldwin county,,,,,"other, specify",,,THEY SAID THEY WERE CLOSING THE HOSPITAL,"yes, evacuated"
2253,LA,orleans parish,,,,,experience in other storms,,,,"yes, evacuated"
2254,LA,jefferson parish,21,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
2255,LA,st. bernard parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2256,AL,baldwin county,6,,,,,,,,"no, did not evacuate"
2257,MS,harrison county,29,,,HAD BEEN THROUGH PAST ONES,,,,,"no, did not evacuate"
2258,LA,st. bernard parish,4,traffic too bad,house is well built (strong enough to be safe in storm),,,,,,"no, did not evacuate"
2259,LA,orleans parish,4,,,,,,,,"no, did not evacuate"
2260,LA,st. charles parish,30,,,,,,,,"no, did not evacuate"
2261,LA,st. tammany parish,5,,,,,,,,"no, did not evacuate"
2262,LA,orleans parish,4,,,,,,,,"no, did not evacuate"
2263,MS,harrison county,29,,,I WAS SICK,,,,,"no, did not evacuate"
2264,LA,plaquemines parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
2265,LA,st. john the baptist parish,6,,,,,,,,"no, did not evacuate"
2266,MS,jackson county,29,,,FELT SAFE HERE,,,,,"no, did not evacuate"
2267,LA,st. bernard parish,29,,,IN THE MILITARY,,,,,"no, did not evacuate"
2268,LA,jefferson parish,,,,,advice from friend or relative,concerned strong winds would make house unsafe,,,"yes, evacuated"
2269,MS,hancock county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
2270,MS,jackson county,,,,,information about the severity of the storm,,,,"yes, evacuated"
2271,MS,hancock county,6,traffic too bad,had no place to go,,,,,,"no, did not evacuate"
2272,AL,mobile county,,,,,"other, specify",,,CAUSE I LIVE IN MOBIL HOME AT ONE POINT IT WAS GOING TO HIT MOBIL BAY,"yes, evacuated"
2273,LA,st. charles parish,24,house is well built (strong enough to be safe in storm),had no place to go,,,,,,"no, did not evacuate"
2274,MS,hancock county,,,,,advice from friend or relative,,,,"yes, evacuated"
2275,MS,hancock county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2276,MS,harrison county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2277,LA,plaquemines parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2278,AL,mobile county,6,,,,,,,,"no, did not evacuate"
2279,LA,st. charles parish,13,,,,,,,,"no, did not evacuate"
2280,LA,orleans parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2281,LA,orleans parish,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
2282,LA,orleans parish,,,,,"other, specify",,,ROOF WAS STARTING TO BLOW OFF,"yes, evacuated"
2283,AL,mobile county,,,,,"other, specify",,,EXPERIENCE,"yes, evacuated"
2284,LA,st. john the baptist parish,21,,,,,,,,"no, did not evacuate"
2285,LA,plaquemines parish,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
2286,LA,st. bernard parish,,,,,advice from national weather service,national weather service issued hurricane watch,national weather service issued hurricane warning,,"yes, evacuated"
2287,LA,jefferson parish,,,,,concerned storm would cause home to flood,concerned flooding would cut off roads ,,,"yes, evacuated"
2288,LA,jefferson parish,,,,,information about the severity of the storm,,,,"yes, evacuated"
2289,LA,st. bernard parish,21,house is well built (strong enough to be safe in storm),storm wasn't severe enough to be dangerous even if it hit,,,,,,"no, did not evacuate"
2290,LA,plaquemines parish,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
2291,AL,baldwin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
2292,MS,harrison county,,,,,"other, specify",,,HELPED WITH PREGRNANT FRIEND,"yes, evacuated"
2293,MS,jackson county,1,conflicting official messages if evacuation was necessary,storm wasn't severe enough to be dangerous even if it hit,,,,,,"no, did not evacuate"
